"voted2004","gender","ageY","ageC","educationC","incomeC","partyAffiliation","percentAttended"
"yes","F",47.6335084263515,"(45.8,54.2]","postsec","< 35k","Democrat",0.1875
"yes","F",39.1196104180346,"(36.7,45.8]","secondary","< 35k","Republican",0.386363636363636
"no","F",49.3981177500547,"(45.8,54.2]","secondary","35k-75k","Unaffiliated/Other",0.3125
"yes","F",39.2673451521121,"(36.7,45.8]","secondary","< 35k","Democrat",0.522727272727273
"no","F",57.5153206390895,"(54.2,108]","secondary","< 35k","Unaffiliated/Other",0.173913043478261
"no","M",34.2306850514336,"(19.2,36.7]","primary","35k-75k","Republican",0.25
"no","M",56.6781571459838,"(54.2,108]","primary","35k-75k","Unaffiliated/Other",0.386363636363636
"no","F",58.4455022980959,"(54.2,108]","secondary","< 35k","Democrat",0.485714285714286
"yes","M",34.9119063252353,"(19.2,36.7]","postsec","> 75k","Republican",0.219512195121951
"yes","M",56.7492886846137,"(54.2,108]","secondary","> 75k","Unaffiliated/Other",0.0909090909090909
"no","F",36.0992558546728,"(19.2,36.7]","primary","35k-75k","Unaffiliated/Other",0.0689655172413793
"yes","F",40.238564237251,"(36.7,45.8]","secondary","35k-75k","Republican",0.214285714285714
"yes","M",55.1980739768002,"(54.2,108]","primary","35k-75k","Republican",0.340909090909091
"no","M",60.3086014445174,"(54.2,108]","primary","> 75k","Democrat",0.545454545454545
"yes","F",48.2080323922084,"(45.8,54.2]","secondary","35k-75k","Republican",0.295454545454545
"yes","F",36.6491573648501,"(19.2,36.7]","secondary","35k-75k","Unaffiliated/Other",0.136363636363636
"no","F",44.7499452834318,"(36.7,45.8]","secondary","< 35k","Unaffiliated/Other",0.368421052631579
"yes","F",49.9288684613701,"(45.8,54.2]","primary","< 35k","Democrat",0.340909090909091
"yes","F",22.0644561173123,"(19.2,36.7]","secondary","35k-75k","Unaffiliated/Other",0.181818181818182
"yes","F",55.2637338586124,"(54.2,108]","postsec","35k-75k","Unaffiliated/Other",0.181818181818182
"yes","F",66.1742175530751,"(54.2,108]","primary","35k-75k","Democrat",0.454545454545455
"yes","F",46.9057780695995,"(45.8,54.2]","postsec","> 75k","Unaffiliated/Other",0.136363636363636
"no","F",57.7232435981615,"(54.2,108]","secondary","> 75k","Unaffiliated/Other",0.340909090909091
"yes","M",37.136134821624,"(36.7,45.8]","secondary","35k-75k","Democrat",0.159090909090909
"yes","M",60.1800175093018,"(54.2,108]","secondary","35k-75k","Republican",0.5
"no","M",33.8887065003283,"(19.2,36.7]","postsec","> 75k","Unaffiliated/Other",0.340909090909091
"yes","M",20.4448456992777,"(19.2,36.7]","postsec","35k-75k","Democrat",0.5
"yes","M",47.1383234843511,"(45.8,54.2]","secondary","> 75k","Republican",0.275862068965517
"yes","F",47.2231341650252,"(45.8,54.2]","secondary","35k-75k","Unaffiliated/Other",0.386363636363636
"no","M",29.0189319325892,"(19.2,36.7]","primary","< 35k","Unaffiliated/Other",0
"yes","F",23.8536878966951,"(19.2,36.7]","primary","< 35k","Democrat",0.176470588235294
"yes","M",45.0125848106807,"(36.7,45.8]","postsec","> 75k","Unaffiliated/Other",0.113636363636364
"yes","F",35.4919019479098,"(19.2,36.7]","primary","> 75k","Republican",0.428571428571429
"no","M",20.8688991026483,"(19.2,36.7]","secondary","> 75k","Unaffiliated/Other",0.25
"no","F",32.055701466404,"(19.2,36.7]","primary","35k-75k","Unaffiliated/Other",0
"no","F",39.8965856861458,"(36.7,45.8]","secondary","> 75k","Unaffiliated/Other",0.571428571428571
"yes","M",48.5937841978551,"(45.8,54.2]","primary","< 35k","Republican",0.25
"yes","F",42.5530750711315,"(36.7,45.8]","secondary","35k-75k","Unaffiliated/Other",0.181818181818182
"no","M",49.080761654629,"(45.8,54.2]","secondary","> 75k","Democrat",0.413793103448276
"yes","F",53.0695994747209,"(45.8,54.2]","primary","35k-75k","Democrat",0.413793103448276
"yes","M",42.3177938279711,"(36.7,45.8]","secondary","35k-75k","Unaffiliated/Other",0.0909090909090909
"yes","F",52.1859268986649,"(45.8,54.2]","secondary","> 75k","Unaffiliated/Other",0.590909090909091
"yes","M",22.2641715911578,"(19.2,36.7]","secondary","> 75k","Unaffiliated/Other",0.0714285714285714
"yes","F",34.4085138980083,"(19.2,36.7]","primary","< 35k","Unaffiliated/Other",0.0454545454545455
"no","M",27.0080980520902,"(19.2,36.7]","postsec","> 75k","Unaffiliated/Other",0
"yes","M",54.0627051871307,"(45.8,54.2]","secondary","> 75k","Democrat",0.522727272727273
"no","F",33.5056905230904,"(19.2,36.7]","secondary","> 75k","Unaffiliated/Other",0.0909090909090909
"yes","M",40.3890347997374,"(36.7,45.8]","primary","35k-75k","Unaffiliated/Other",0.545454545454545
"yes","F",29.0107244473627,"(19.2,36.7]","primary","35k-75k","Republican",0.391304347826087
"yes","M",37.9979207704093,"(36.7,45.8]","secondary","> 75k","Republican",0.590909090909091
"yes","F",49.2312322171153,"(45.8,54.2]","secondary","35k-75k","Republican",0.235294117647059
"no","F",22.4939811775005,"(19.2,36.7]","secondary","< 35k","Unaffiliated/Other",0.142857142857143
"yes","F",58.6069161742176,"(54.2,108]","secondary","35k-75k","Republican",0.482758620689655
"no","M",25.0465090829503,"(19.2,36.7]","secondary","35k-75k","Democrat",0.65
"yes","F",61.4740643466842,"(54.2,108]","secondary","35k-75k","Democrat",0.409090909090909
"no","F",40.6845042678923,"(36.7,45.8]","secondary","35k-75k","Republican",0.447368421052632
"yes","M",40.7583716349311,"(36.7,45.8]","secondary","> 75k","Unaffiliated/Other",0.176470588235294
"no","F",44.7690960822937,"(36.7,45.8]","secondary","< 35k","Unaffiliated/Other",0.295454545454545
"yes","F",52.5798861895382,"(45.8,54.2]","primary","< 35k","Republican",0.477272727272727
"yes","F",67.2165681768439,"(54.2,108]","secondary","35k-75k","Unaffiliated/Other",0.176470588235294
"yes","F",36.2962355001094,"(19.2,36.7]","postsec","> 75k","Unaffiliated/Other",0.25
"yes","M",44.3970234186912,"(36.7,45.8]","secondary","35k-75k","Republican",0.545454545454545
"yes","M",47.4885095206829,"(45.8,54.2]","secondary","> 75k","Unaffiliated/Other",0.431818181818182
"yes","F",36.7011381046181,"(36.7,45.8]","secondary","> 75k","Unaffiliated/Other",0.236842105263158
"no","F",22.1410593127599,"(19.2,36.7]","secondary","< 35k","Unaffiliated/Other",0.0714285714285714
"no","M",42.6597723790764,"(36.7,45.8]","secondary","35k-75k","Unaffiliated/Other",0.0285714285714286
"yes","F",47.9399212081418,"(45.8,54.2]","secondary","35k-75k","Republican",0.295454545454545
"no","F",43.1850514335741,"(36.7,45.8]","primary","35k-75k","Unaffiliated/Other",0.15
"yes","F",72.7073757933902,"(54.2,108]","secondary","< 35k","Democrat",0.318181818181818
"yes","F",51.3952724885095,"(45.8,54.2]","postsec","> 75k","Unaffiliated/Other",0.272727272727273
"yes","F",43.480520901729,"(36.7,45.8]","primary","35k-75k","Unaffiliated/Other",0.181818181818182
"yes","F",77.358284088422,"(54.2,108]","primary","35k-75k","Democrat",0.454545454545455
"no","M",19.6377763186693,"(19.2,36.7]","secondary","> 75k","Unaffiliated/Other",0.2
"yes","M",54.3527029984679,"(54.2,108]","secondary","35k-75k","Unaffiliated/Other",0.0909090909090909
"yes","M",29.3116655723353,"(19.2,36.7]","secondary","> 75k","Republican",0.2
"yes","M",38.8460275771504,"(36.7,45.8]","primary","35k-75k","Unaffiliated/Other",0.25
"no","F",36.9227402057343,"(36.7,45.8]","secondary","35k-75k","Unaffiliated/Other",0
"no","M",41.8089297439265,"(36.7,45.8]","secondary","< 35k","Unaffiliated/Other",0
"yes","F",60.245677391114,"(54.2,108]","secondary","35k-75k","Unaffiliated/Other",0.0454545454545455
"yes","M",42.2138323484351,"(36.7,45.8]","secondary","35k-75k","Unaffiliated/Other",0.192307692307692
"yes","F",35.5192602319983,"(19.2,36.7]","primary","< 35k","Unaffiliated/Other",0.363636363636364
"no","M",26.9041365725542,"(19.2,36.7]","primary","> 75k","Unaffiliated/Other",0.05
"yes","F",41.4067629678267,"(36.7,45.8]","secondary","35k-75k","Unaffiliated/Other",0.113636363636364
"no","M",73.2791639308383,"(54.2,108]","postsec","< 35k","Unaffiliated/Other",0.409090909090909
"no","F",42.0551543007223,"(36.7,45.8]","primary","> 75k","Unaffiliated/Other",0
"yes","F",52.5415845918144,"(45.8,54.2]","secondary","35k-75k","Democrat",0.545454545454545
"yes","F",44.5529656379952,"(36.7,45.8]","primary","35k-75k","Unaffiliated/Other",0.272727272727273
"yes","M",20.1931494856643,"(19.2,36.7]","postsec","35k-75k","Unaffiliated/Other",0.125
"yes","F",54.4183628802801,"(54.2,108]","primary","> 75k","Republican",0.386363636363636
"no","F",35.5466185160867,"(19.2,36.7]","secondary","35k-75k","Republican",0.431818181818182
"yes","M",56.9435325016415,"(54.2,108]","secondary","35k-75k","Unaffiliated/Other",0.477272727272727
"yes","F",55.6576931494857,"(54.2,108]","postsec","> 75k","Republican",0.295454545454545
"yes","F",36.5315167432699,"(19.2,36.7]","secondary","35k-75k","Republican",0.315789473684211
"yes","M",48.3776537535566,"(45.8,54.2]","secondary","35k-75k","Unaffiliated/Other",0
"yes","M",51.3898008316918,"(45.8,54.2]","secondary","> 75k","Republican",0.409090909090909
"yes","F",43.5543882687678,"(36.7,45.8]","secondary","> 75k","Unaffiliated/Other",0.431818181818182
"yes","M",47.7921864740644,"(45.8,54.2]","secondary","> 75k","Republican",0.6
"yes","F",67.372510396148,"(54.2,108]","secondary","35k-75k","Democrat",0.409090909090909
"yes","M",44.295797767564,"(36.7,45.8]","secondary","> 75k","Republican",0.227272727272727
"yes","F",45.1849420004377,"(36.7,45.8]","secondary","< 35k","Unaffiliated/Other",0.295454545454545
"yes","F",46.5993652878091,"(45.8,54.2]","secondary","> 75k","Unaffiliated/Other",0.227272727272727
"yes","F",49.9671700590939,"(45.8,54.2]","primary","< 35k","Democrat",0.477272727272727
"yes","F",38.1046180783541,"(36.7,45.8]","primary","35k-75k","Unaffiliated/Other",0.35
"yes","F",73.3585029546947,"(54.2,108]","secondary","35k-75k","Republican",0.204545454545455
"yes","F",63.227730356752,"(54.2,108]","secondary","> 75k","Republican",0.613636363636364
"no","M",47.1520026263953,"(45.8,54.2]","primary","35k-75k","Unaffiliated/Other",0
"yes","M",68.4011818778726,"(54.2,108]","secondary","35k-75k","Democrat",0.295454545454545
"yes","M",46.55012037645,"(45.8,54.2]","secondary","35k-75k","Republican",0.363636363636364
"no","M",48.2518056467498,"(45.8,54.2]","secondary","35k-75k","Democrat",0.685714285714286
"yes","M",60.4590720070037,"(54.2,108]","secondary","35k-75k","Unaffiliated/Other",0.347826086956522
"yes","F",43.3847669074196,"(36.7,45.8]","secondary","35k-75k","Republican",0.228571428571429
"no","F",23.301050558109,"(19.2,36.7]","secondary","35k-75k","Unaffiliated/Other",0
"no","M",66.7843072882469,"(54.2,108]","primary","35k-75k","Unaffiliated/Other",0.136363636363636
"yes","M",56.8888159334647,"(54.2,108]","postsec","35k-75k","Unaffiliated/Other",0.5
"yes","M",45.9181440140074,"(45.8,54.2]","primary","35k-75k","Republican",0.340909090909091
"yes","F",24.808492011381,"(19.2,36.7]","postsec","35k-75k","Unaffiliated/Other",0.05
"yes","F",50.2626395272489,"(45.8,54.2]","postsec","35k-75k","Republican",0.485714285714286
"yes","F",70.6938060844824,"(54.2,108]","secondary","< 35k","Republican",0.318181818181818
"yes","F",50.0711315386299,"(45.8,54.2]","secondary","35k-75k","Republican",0.409090909090909
"no","F",46.8072882468812,"(45.8,54.2]","primary","< 35k","Republican",0.568181818181818
"yes","F",39.9075289997811,"(36.7,45.8]","secondary","35k-75k","Republican",0.214285714285714
"no","M",56.5605165244036,"(54.2,108]","secondary","35k-75k","Democrat",0.730769230769231
"no","F",55.1406215802145,"(54.2,108]","secondary","35k-75k","Republican",0.477272727272727
"yes","F",49.7647187568396,"(45.8,54.2]","primary","> 75k","Unaffiliated/Other",0
"yes","F",50.207922959072,"(45.8,54.2]","primary","> 75k","Unaffiliated/Other",0.236842105263158
"no","M",34.7149266797986,"(19.2,36.7]","primary","> 75k","Unaffiliated/Other",0.2
"yes","M",54.924491135916,"(54.2,108]","primary","35k-75k","Unaffiliated/Other",0.318181818181818
"yes","F",19.9004158459181,"(19.2,36.7]","postsec","35k-75k","Unaffiliated/Other",0.4
"no","M",71.5118187787262,"(54.2,108]","primary","< 35k","Unaffiliated/Other",0.25
"yes","F",65.6981834099365,"(54.2,108]","secondary","< 35k","Republican",0.53125
"no","F",49.6197198511709,"(45.8,54.2]","secondary","35k-75k","Unaffiliated/Other",0.227272727272727
"no","M",23.3092580433355,"(19.2,36.7]","secondary","> 75k","Unaffiliated/Other",0.0714285714285714
"yes","M",20.5323922083607,"(19.2,36.7]","primary","35k-75k","Unaffiliated/Other",0.25
"yes","M",39.6476253009411,"(36.7,45.8]","secondary","35k-75k","Unaffiliated/Other",0.113636363636364
"no","F",44.9742832129569,"(36.7,45.8]","secondary","35k-75k","Unaffiliated/Other",0.363636363636364
"yes","M",29.8752462245568,"(19.2,36.7]","secondary","> 75k","Democrat",0.5
"yes","M",37.0868899102648,"(36.7,45.8]","secondary","35k-75k","Democrat",0.4
"no","M",46.2136134821624,"(45.8,54.2]","primary","< 35k","Unaffiliated/Other",0.214285714285714
"yes","F",50.9411249726417,"(45.8,54.2]","primary","< 35k","Unaffiliated/Other",0
"no","F",23.353031297877,"(19.2,36.7]","secondary","< 35k","Democrat",0.529411764705882
"yes","F",34.3866272707376,"(19.2,36.7]","secondary","35k-75k","Unaffiliated/Other",0
"yes","F",38.5368789669512,"(36.7,45.8]","secondary","35k-75k","Democrat",0.477272727272727
"yes","M",43.5051433574086,"(36.7,45.8]","primary","35k-75k","Democrat",0.181818181818182
"yes","F",42.4573210768221,"(36.7,45.8]","secondary","> 75k","Unaffiliated/Other",0.346153846153846
"no","F",43.5270299846794,"(36.7,45.8]","primary","< 35k","Unaffiliated/Other",0.136363636363636
"yes","F",42.0551543007223,"(36.7,45.8]","secondary","35k-75k","Democrat",0.181818181818182
"yes","F",51.9889472532283,"(45.8,54.2]","secondary","35k-75k","Republican",0.431818181818182
"yes","F",31.224009630116,"(19.2,36.7]","secondary","35k-75k","Republican",0.272727272727273
"yes","M",48.2381265047056,"(45.8,54.2]","secondary","> 75k","Republican",0.375
"yes","F",37.7298095863427,"(36.7,45.8]","primary","35k-75k","Republican",0.344827586206897
"yes","F",47.1656817684395,"(45.8,54.2]","secondary","> 75k","Unaffiliated/Other",0.0909090909090909
"yes","M",49.4473626614139,"(45.8,54.2]","secondary","> 75k","Democrat",0.318181818181818
"yes","M",36.4412344057781,"(19.2,36.7]","secondary","> 75k","Unaffiliated/Other",0.136363636363636
"yes","F",39.0539505362224,"(36.7,45.8]","secondary","< 35k","Unaffiliated/Other",0.172413793103448
"yes","F",45.4995622674546,"(36.7,45.8]","secondary","35k-75k","Democrat",0.181818181818182
"no","F",48.9001969796454,"(45.8,54.2]","secondary","35k-75k","Unaffiliated/Other",0.117647058823529
"yes","F",42.8266579120158,"(36.7,45.8]","secondary","> 75k","Unaffiliated/Other",0.314285714285714
"yes","F",57.263624425476,"(54.2,108]","primary","35k-75k","Democrat",0.204545454545455
"no","F",19.711643685708,"(19.2,36.7]","secondary","> 75k","Unaffiliated/Other",0
"no","F",33.1637119719851,"(19.2,36.7]","primary","35k-75k","Unaffiliated/Other",0.159090909090909
"yes","M",46.9003064127818,"(45.8,54.2]","secondary","35k-75k","Republican",0.125
"yes","F",60.9186911796892,"(54.2,108]","secondary","35k-75k","Republican",0.227272727272727
"yes","F",31.5577806959947,"(19.2,36.7]","secondary","> 75k","Unaffiliated/Other",0.125
"no","F",66.0702560735391,"(54.2,108]","secondary","< 35k","Democrat",0.454545454545455
"yes","F",48.4296344933246,"(45.8,54.2]","primary","< 35k","Unaffiliated/Other",0.0588235294117647
"yes","F",49.4856642591377,"(45.8,54.2]","postsec","> 75k","Unaffiliated/Other",0.0681818181818182
"yes","F",30.2637338586124,"(19.2,36.7]","primary","< 35k","Unaffiliated/Other",0.184210526315789
"no","M",58.2375793390239,"(54.2,108]","postsec","< 35k","Unaffiliated/Other",0.136363636363636
"yes","F",40.7063908951631,"(36.7,45.8]","postsec","35k-75k","Democrat",0.275862068965517
"no","F",47.5076603195448,"(45.8,54.2]","secondary","> 75k","Unaffiliated/Other",0.204545454545455
"yes","F",30.5072225869993,"(19.2,36.7]","secondary","> 75k","Unaffiliated/Other",0.230769230769231
"yes","F",71.7416283650689,"(54.2,108]","secondary","< 35k","Democrat",0.613636363636364
"no","F",32.6056029765813,"(19.2,36.7]","secondary","35k-75k","Unaffiliated/Other",0.142857142857143
"yes","F",38.1429196760779,"(36.7,45.8]","postsec","< 35k","Unaffiliated/Other",0.1
"yes","F",48.924819435325,"(45.8,54.2]","secondary","> 75k","Unaffiliated/Other",0.317073170731707
"no","M",29.5059093893631,"(19.2,36.7]","primary","< 35k","Unaffiliated/Other",0
"yes","M",39.7871525497921,"(36.7,45.8]","secondary","> 75k","Democrat",0.363636363636364
"no","M",50.3857518056468,"(45.8,54.2]","secondary","< 35k","Unaffiliated/Other",0.295454545454545
"no","M",41.1441234405778,"(36.7,45.8]","secondary","35k-75k","Unaffiliated/Other",0.0384615384615385
"yes","M",56.2841978551105,"(54.2,108]","secondary","35k-75k","Unaffiliated/Other",0.0384615384615385
"yes","M",51.5484788794047,"(45.8,54.2]","secondary","> 75k","Unaffiliated/Other",0.390243902439024
"yes","F",49.688115561392,"(45.8,54.2]","secondary","> 75k","Unaffiliated/Other",0.295454545454545
"yes","M",43.1057124097177,"(36.7,45.8]","postsec","> 75k","Democrat",0.363636363636364
"yes","M",51.0669730794485,"(45.8,54.2]","secondary","35k-75k","Democrat",0.681818181818182
"yes","M",41.9074195666448,"(36.7,45.8]","primary","35k-75k","Democrat",0.0681818181818182
"yes","M",73.0602976581309,"(54.2,108]","secondary","35k-75k","Unaffiliated/Other",0.25
"yes","F",50.7468811556139,"(45.8,54.2]","secondary","35k-75k","Unaffiliated/Other",0.363636363636364
"yes","F",33.6698402276209,"(19.2,36.7]","postsec","35k-75k","Unaffiliated/Other",0.0714285714285714
"yes","F",62.3987743488728,"(54.2,108]","primary","> 75k","Unaffiliated/Other",0.522727272727273
"no","M",30.2281680892974,"(19.2,36.7]","secondary","35k-75k","Unaffiliated/Other",0
"no","M",31.1474064346684,"(19.2,36.7]","primary","35k-75k","Democrat",0.473684210526316
"no","M",49.8166994966076,"(45.8,54.2]","secondary","35k-75k","Democrat",0.590909090909091
"yes","M",65.498467936091,"(54.2,108]","secondary","> 75k","Democrat",0.552631578947368
"yes","M",47.885204639965,"(45.8,54.2]","secondary","> 75k","Democrat",0.295454545454545
"no","M",59.6437951411688,"(54.2,108]","primary","< 35k","Unaffiliated/Other",0.318181818181818
"yes","F",61.9528343182316,"(54.2,108]","postsec","> 75k","Democrat",0.310344827586207
"yes","F",58.6588969139856,"(54.2,108]","secondary","35k-75k","Unaffiliated/Other",0
"yes","F",66.6010067848545,"(54.2,108]","secondary","< 35k","Democrat",0.227272727272727
"no","F",20.6773911140293,"(19.2,36.7]","secondary","35k-75k","Unaffiliated/Other",0
"yes","M",42.8485445392865,"(36.7,45.8]","secondary","> 75k","Republican",0.285714285714286
"no","M",35.7435981615233,"(19.2,36.7]","primary","< 35k","Unaffiliated/Other",0
"yes","F",41.781571459838,"(36.7,45.8]","postsec","35k-75k","Republican",0.204545454545455
"yes","F",51.9314948566426,"(45.8,54.2]","secondary","> 75k","Republican",0.386363636363636
"yes","F",73.7360472751149,"(54.2,108]","postsec","< 35k","Democrat",0.386363636363636
"yes","F",42.0578901291311,"(36.7,45.8]","secondary","35k-75k","Unaffiliated/Other",0.181818181818182
"yes","M",45.682862770847,"(36.7,45.8]","secondary","< 35k","Republican",0.192307692307692
"no","F",83.3470124753776,"(54.2,108]","primary","< 35k","Unaffiliated/Other",0.181818181818182
"yes","M",22.5432260888597,"(19.2,36.7]","secondary","> 75k","Unaffiliated/Other",0.0714285714285714
"yes","F",51.4308382578245,"(45.8,54.2]","postsec","35k-75k","Unaffiliated/Other",0.192307692307692
"yes","M",52.8999781133727,"(45.8,54.2]","postsec","< 35k","Democrat",0.529411764705882
"yes","M",44.5666447800394,"(36.7,45.8]","primary","< 35k","Unaffiliated/Other",0.295454545454545
"yes","F",52.1038520463997,"(45.8,54.2]","primary","35k-75k","Unaffiliated/Other",0.545454545454545
"yes","M",20.2013569708908,"(19.2,36.7]","secondary","> 75k","Unaffiliated/Other",0
"yes","M",41.3711971985117,"(36.7,45.8]","secondary","35k-75k","Republican",0.536585365853659
"yes","M",46.1069161742176,"(45.8,54.2]","primary","> 75k","Unaffiliated/Other",0.113636363636364
"yes","M",46.8483256730138,"(45.8,54.2]","secondary","35k-75k","Unaffiliated/Other",0.0909090909090909
"no","M",64.6558327861677,"(54.2,108]","primary","35k-75k","Unaffiliated/Other",0.181818181818182
"yes","F",45.6089954038083,"(36.7,45.8]","secondary","35k-75k","Democrat",0.342105263157895
"no","M",68.2397680017509,"(54.2,108]","primary","35k-75k","Republican",0.477272727272727
"yes","M",41.4341212519151,"(36.7,45.8]","secondary","35k-75k","Unaffiliated/Other",0.227272727272727
"yes","M",48.4734077478661,"(45.8,54.2]","secondary","> 75k","Republican",0.315789473684211
"no","M",21.3121033048807,"(19.2,36.7]","secondary","35k-75k","Unaffiliated/Other",0
"yes","F",38.0526373385861,"(36.7,45.8]","postsec","> 75k","Unaffiliated/Other",0.159090909090909
"no","M",61.8160428977895,"(54.2,108]","postsec","> 75k","Unaffiliated/Other",0
"yes","F",22.5486977456774,"(19.2,36.7]","secondary","35k-75k","Unaffiliated/Other",0.214285714285714
"no","M",55.3102429415627,"(54.2,108]","secondary","35k-75k","Republican",0.454545454545455
"no","F",62.1799080761655,"(54.2,108]","secondary","35k-75k","Republican",0.230769230769231
"no","M",76.5484788794047,"(54.2,108]","primary","35k-75k","Unaffiliated/Other",0.411764705882353
"yes","M",49.0068942875903,"(45.8,54.2]","primary","35k-75k","Democrat",0.379310344827586
"yes","F",72.1520026263953,"(54.2,108]","primary","35k-75k","Democrat",0.181818181818182
"yes","M",58.2047493981178,"(54.2,108]","secondary","> 75k","Republican",0.340909090909091
"yes","M",39.4780039395929,"(36.7,45.8]","postsec","> 75k","Democrat",0.285714285714286
"no","M",32.2608885970672,"(19.2,36.7]","secondary","35k-75k","Unaffiliated/Other",0
"yes","M",74.8577369227402,"(54.2,108]","primary","< 35k","Unaffiliated/Other",0.181818181818182
"yes","M",49.1601006784854,"(45.8,54.2]","secondary","> 75k","Unaffiliated/Other",0.477272727272727
"yes","F",64.1141387612169,"(54.2,108]","secondary","< 35k","Unaffiliated/Other",0.295454545454545
"yes","M",67.7062814620267,"(54.2,108]","postsec","< 35k","Democrat",0.204545454545455
"no","M",38.0608448238127,"(36.7,45.8]","primary","35k-75k","Democrat",0.363636363636364
"no","M",30.5291092142701,"(19.2,36.7]","secondary","35k-75k","Unaffiliated/Other",0
"yes","M",47.7429415627052,"(45.8,54.2]","primary","< 35k","Unaffiliated/Other",0.0714285714285714
"yes","M",30.8847669074196,"(19.2,36.7]","primary","35k-75k","Democrat",0.315789473684211
"yes","F",45.2806959947472,"(36.7,45.8]","secondary","> 75k","Unaffiliated/Other",0.0526315789473684
"yes","M",41.6365725541694,"(36.7,45.8]","secondary","35k-75k","Unaffiliated/Other",0.131578947368421
"yes","F",46.2765375355658,"(45.8,54.2]","secondary","< 35k","Republican",0.0384615384615385
"yes","M",50.295469468155,"(45.8,54.2]","postsec","> 75k","Democrat",0.384615384615385
"yes","M",48.1888815933465,"(45.8,54.2]","secondary","35k-75k","Republican",0.5
"yes","F",48.3475596410593,"(45.8,54.2]","secondary","> 75k","Democrat",0.46875
"yes","M",62.7188662727074,"(54.2,108]","secondary","> 75k","Unaffiliated/Other",0
"yes","M",36.8379295250602,"(36.7,45.8]","primary","35k-75k","Unaffiliated/Other",0.170731707317073
"yes","M",21.1014445173999,"(19.2,36.7]","secondary","> 75k","Republican",0.4
"yes","M",71.3996498139637,"(54.2,108]","secondary","< 35k","Unaffiliated/Other",0.0681818181818182
"yes","M",43.2944845699278,"(36.7,45.8]","secondary","35k-75k","Unaffiliated/Other",0.136363636363636
"yes","M",43.8963668198731,"(36.7,45.8]","postsec","> 75k","Democrat",0.25
"yes","M",78.3267673451521,"(54.2,108]","primary","< 35k","Democrat",0.159090909090909
"yes","M",48.976800175093,"(45.8,54.2]","secondary","35k-75k","Unaffiliated/Other",0.411764705882353
"yes","F",45.2341869117969,"(36.7,45.8]","postsec","35k-75k","Unaffiliated/Other",0.545454545454545
"yes","M",49.5868899102648,"(45.8,54.2]","secondary","> 75k","Democrat",0.363636363636364
"yes","F",44.8785292186474,"(36.7,45.8]","postsec","> 75k","Democrat",0.204545454545455
"yes","F",50.415845918144,"(45.8,54.2]","secondary","> 75k","Democrat",0.25
"yes","F",36.5917049682644,"(19.2,36.7]","primary","35k-75k","Democrat",0.269230769230769
"yes","M",37.3577369227402,"(36.7,45.8]","primary","35k-75k","Unaffiliated/Other",0.142857142857143
"no","F",51.646968702123,"(45.8,54.2]","postsec","< 35k","Unaffiliated/Other",0.375
"no","F",52.8890347997374,"(45.8,54.2]","secondary","> 75k","Democrat",0.409090909090909
"yes","M",39.8637557452397,"(36.7,45.8]","primary","35k-75k","Unaffiliated/Other",0.0909090909090909
"no","M",62.4097176625082,"(54.2,108]","primary","35k-75k","Unaffiliated/Other",0.159090909090909
"yes","F",40.1154519588531,"(36.7,45.8]","secondary","35k-75k","Unaffiliated/Other",0.09375
"yes","F",51.4828189975925,"(45.8,54.2]","secondary","35k-75k","Unaffiliated/Other",0.363636363636364
"yes","F",51.3542350623769,"(45.8,54.2]","primary","35k-75k","Unaffiliated/Other",0.431818181818182
"no","M",67.112606697308,"(54.2,108]","secondary","35k-75k","Unaffiliated/Other",0.340909090909091
"no","F",49.2859487852922,"(45.8,54.2]","secondary","35k-75k","Unaffiliated/Other",0.153846153846154
"yes","F",32.5673013788575,"(19.2,36.7]","secondary","35k-75k","Republican",0.181818181818182
"yes","F",39.7734734077479,"(36.7,45.8]","postsec","> 75k","Republican",0.340909090909091
"yes","F",38.5998030203546,"(36.7,45.8]","secondary","> 75k","Unaffiliated/Other",0.352941176470588
"yes","F",57.4004158459181,"(54.2,108]","secondary","35k-75k","Republican",0.636363636363636
"yes","F",52.878091486102,"(45.8,54.2]","primary","> 75k","Republican",0.227272727272727
"yes","F",23.1669949660757,"(19.2,36.7]","primary","< 35k","Unaffiliated/Other",0.142857142857143
"yes","F",41.6694024950755,"(36.7,45.8]","primary","35k-75k","Republican",0.227272727272727
"yes","M",62.7571678704312,"(54.2,108]","secondary","35k-75k","Republican",0.318181818181818
"yes","M",45.6445611731232,"(36.7,45.8]","secondary","35k-75k","Democrat",0.431818181818182
"yes","F",61.356423725104,"(54.2,108]","secondary","35k-75k","Unaffiliated/Other",0.214285714285714
"yes","M",50.2571678704312,"(45.8,54.2]","primary","> 75k","Democrat",0.363636363636364
"yes","M",52.6510177281681,"(45.8,54.2]","postsec","> 75k","Republican",0.5
"yes","M",77.9081855985993,"(54.2,108]","secondary","35k-75k","Republican",0.318181818181818
"yes","F",52.5771503611294,"(45.8,54.2]","postsec","> 75k","Democrat",0.340909090909091
"yes","F",70.5843729481287,"(54.2,108]","secondary","35k-75k","Democrat",0.227272727272727
"yes","F",22.5404902604509,"(19.2,36.7]","secondary","> 75k","Democrat",0.214285714285714
"yes","F",62.9432042022324,"(54.2,108]","secondary","35k-75k","Unaffiliated/Other",0.25
"yes","F",52.8479973736047,"(45.8,54.2]","secondary","35k-75k","Unaffiliated/Other",0.204545454545455
