"voted2004","gender","ageY","ageC","educationC","incomeC","partyAffiliation","percentAttended"
"yes","M",45.7239001969796,"(36.7,45.8]","secondary","> 75k","Republican",0.5
"yes","F",20.5898446049464,"(19.2,36.7]","primary","< 35k","Unaffiliated/Other",0
"yes","F",20.8196541912891,"(19.2,36.7]","secondary","35k-75k","Unaffiliated/Other",0
"no","F",51.2119719851171,"(45.8,54.2]","postsec","35k-75k","Unaffiliated/Other",0.477272727272727
"no","F",33.1226745458525,"(19.2,36.7]","primary","> 75k","Unaffiliated/Other",0.0909090909090909
"yes","F",56.4374042460057,"(54.2,108]","secondary","35k-75k","Democrat",0.318181818181818
"yes","F",22.6088859706719,"(19.2,36.7]","secondary","> 75k","Unaffiliated/Other",0.0714285714285714
"yes","F",51.6387612168965,"(45.8,54.2]","secondary","35k-75k","Unaffiliated/Other",0.181818181818182
"no","M",21.9522871525498,"(19.2,36.7]","primary","35k-75k","Unaffiliated/Other",0
"no","M",47.4146421536441,"(45.8,54.2]","primary","35k-75k","Unaffiliated/Other",0.428571428571429
"yes","F",64.8199824906982,"(54.2,108]","postsec","> 75k","Republican",0.368421052631579
"yes","M",49.0342525716787,"(45.8,54.2]","secondary","> 75k","Unaffiliated/Other",0.0789473684210526
"no","F",64.2098927555264,"(54.2,108]","primary","< 35k","Democrat",0.5
"yes","F",50.7851827533377,"(45.8,54.2]","primary","35k-75k","Unaffiliated/Other",0.181818181818182
"yes","M",41.417706281462,"(36.7,45.8]","postsec","> 75k","Unaffiliated/Other",0.227272727272727
"no","F",38.0416940249508,"(36.7,45.8]","secondary","> 75k","Unaffiliated/Other",0
"yes","M",42.4162836506894,"(36.7,45.8]","primary","35k-75k","Unaffiliated/Other",0.142857142857143
"yes","M",66.885532939374,"(54.2,108]","primary","< 35k","Unaffiliated/Other",0.0454545454545455
"yes","F",37.2510396147954,"(36.7,45.8]","primary","35k-75k","Democrat",0.172413793103448
"no","M",52.774130006566,"(45.8,54.2]","secondary","35k-75k","Unaffiliated/Other",0
"no","M",49.5677391114029,"(45.8,54.2]","secondary","> 75k","Unaffiliated/Other",0.206896551724138
"yes","F",39.7844167213832,"(36.7,45.8]","secondary","> 75k","Republican",0.1
"yes","F",43.9100459619173,"(36.7,45.8]","postsec","> 75k","Unaffiliated/Other",0.204545454545455
"yes","M",27.7713941781571,"(19.2,36.7]","secondary","> 75k","Unaffiliated/Other",0.344827586206897
"yes","F",35.8448238126505,"(19.2,36.7]","secondary","35k-75k","Unaffiliated/Other",0.0681818181818182
"no","M",32.1760779163931,"(19.2,36.7]","secondary","< 35k","Unaffiliated/Other",0.363636363636364
"yes","M",39.4260231998249,"(36.7,45.8]","postsec","35k-75k","Democrat",0.409090909090909
"yes","M",61.876231122784,"(54.2,108]","primary","35k-75k","Unaffiliated/Other",0.159090909090909
"yes","M",56.5468373823594,"(54.2,108]","postsec","< 35k","Republican",0.379310344827586
"no","M",32.3484351061501,"(19.2,36.7]","primary","< 35k","Republican",0.227272727272727
"no","F",32.1213613482162,"(19.2,36.7]","secondary","35k-75k","Unaffiliated/Other",0.268292682926829
"yes","F",62.8939592908733,"(54.2,108]","primary","< 35k","Republican",0.386363636363636
"no","F",40.5258262201795,"(36.7,45.8]","secondary","> 75k","Unaffiliated/Other",0
"yes","M",47.7347340774787,"(45.8,54.2]","secondary","35k-75k","Unaffiliated/Other",0.386363636363636
"yes","F",41.313744801926,"(36.7,45.8]","postsec","< 35k","Republican",0.431818181818182
"no","M",26.3706500328299,"(19.2,36.7]","primary","35k-75k","Unaffiliated/Other",0.117647058823529
"yes","M",39.6722477566207,"(36.7,45.8]","secondary","> 75k","Republican",0.228571428571429
"yes","M",67.5776975268111,"(54.2,108]","secondary","35k-75k","Republican",0.409090909090909
"yes","M",47.7620923615671,"(45.8,54.2]","primary","35k-75k","Democrat",0.431818181818182
"yes","F",38.435653315824,"(36.7,45.8]","secondary","> 75k","Republican",0.159090909090909
"yes","M",39.6230028452615,"(36.7,45.8]","secondary","35k-75k","Unaffiliated/Other",0.227272727272727
"yes","M",32.8162617640622,"(19.2,36.7]","secondary","35k-75k","Unaffiliated/Other",0.1
"yes","M",57.0474939811775,"(54.2,108]","secondary","35k-75k","Republican",0.363636363636364
"yes","F",43.5571240971766,"(36.7,45.8]","secondary","> 75k","Republican",0.317073170731707
"no","M",58.6971985117093,"(54.2,108]","secondary","< 35k","Unaffiliated/Other",0
"no","F",43.1494856642591,"(36.7,45.8]","postsec","35k-75k","Unaffiliated/Other",0.0227272727272727
"yes","M",59.2717224775662,"(54.2,108]","secondary","35k-75k","Republican",0.545454545454545
"no","M",46.9304005252791,"(45.8,54.2]","secondary","> 75k","Unaffiliated/Other",0.318181818181818
"yes","F",45.7457868242504,"(36.7,45.8]","postsec","35k-75k","Republican",0.477272727272727
"yes","M",63.6627270737579,"(54.2,108]","primary","35k-75k","Unaffiliated/Other",0.241379310344828
"yes","M",48.2736922740206,"(45.8,54.2]","secondary","> 75k","Republican",0.25
"yes","M",36.0883125410374,"(19.2,36.7]","secondary","35k-75k","Unaffiliated/Other",0.0909090909090909
"yes","F",44.6514554607135,"(36.7,45.8]","primary","35k-75k","Democrat",0.375
"yes","F",20.7129568833443,"(19.2,36.7]","secondary","< 35k","Unaffiliated/Other",0.125
"yes","F",50.6155613919895,"(45.8,54.2]","primary","< 35k","Unaffiliated/Other",0.113636363636364
"no","F",47.8003939592909,"(45.8,54.2]","primary","35k-75k","Unaffiliated/Other",0.0344827586206897
"yes","M",69.8183409936529,"(54.2,108]","secondary","35k-75k","Republican",0.431818181818182
"yes","M",42.5995841540819,"(36.7,45.8]","secondary","35k-75k","Republican",0.431818181818182
"yes","M",63.5040490260451,"(54.2,108]","secondary","35k-75k","Unaffiliated/Other",0.159090909090909
"yes","F",41.4122346246443,"(36.7,45.8]","postsec","35k-75k","Unaffiliated/Other",0.153846153846154
"no","F",42.5257167870431,"(36.7,45.8]","secondary","< 35k","Democrat",0.409090909090909
"yes","M",41.4478003939593,"(36.7,45.8]","secondary","35k-75k","Unaffiliated/Other",0.295454545454545
"yes","F",35.3222805865616,"(19.2,36.7]","secondary","35k-75k","Unaffiliated/Other",0.0909090909090909
"yes","F",71.0056905230904,"(54.2,108]","primary","< 35k","Democrat",0.295454545454545
"yes","M",47.2887940468374,"(45.8,54.2]","secondary","> 75k","Unaffiliated/Other",0.342105263157895
"yes","M",47.3927555263734,"(45.8,54.2]","secondary","< 35k","Republican",0.545454545454545
"yes","F",59.9775662070475,"(54.2,108]","secondary","> 75k","Unaffiliated/Other",0.431818181818182
"yes","M",41.4122346246443,"(36.7,45.8]","primary","> 75k","Republican",0.545454545454545
"no","M",25.4541475158678,"(19.2,36.7]","secondary","35k-75k","Unaffiliated/Other",0.0434782608695652
"yes","F",36.6874589625739,"(36.7,45.8]","secondary","35k-75k","Unaffiliated/Other",0.236842105263158
"yes","F",43.4668417596848,"(36.7,45.8]","secondary","35k-75k","Unaffiliated/Other",0.241379310344828
"yes","M",49.9972641715912,"(45.8,54.2]","secondary","> 75k","Democrat",0.131578947368421
"yes","F",52.790544977019,"(45.8,54.2]","postsec","> 75k","Republican",0.340909090909091
"yes","F",39.822718319107,"(36.7,45.8]","postsec","35k-75k","Unaffiliated/Other",0.15
"no","F",43.2534471437951,"(36.7,45.8]","secondary","< 35k","Unaffiliated/Other",0.0689655172413793
"no","M",24.2093455898446,"(19.2,36.7]","secondary","> 75k","Unaffiliated/Other",0.176470588235294
"yes","M",63.4794265703655,"(54.2,108]","primary","35k-75k","Unaffiliated/Other",0.409090909090909
"yes","F",20.5706938060845,"(19.2,36.7]","primary","> 75k","Unaffiliated/Other",0
"yes","F",70.3354125629241,"(54.2,108]","secondary","35k-75k","Democrat",0.230769230769231
"no","F",78.2091267235719,"(54.2,108]","secondary","< 35k","Democrat",0.5
"yes","M",22.8605821842854,"(19.2,36.7]","secondary","< 35k","Republican",0.285714285714286
"yes","M",45.0508864084045,"(36.7,45.8]","secondary","35k-75k","Democrat",0.5
"yes","M",48.9576493762311,"(45.8,54.2]","secondary","35k-75k","Republican",0.409090909090909
"yes","M",80.2281680892974,"(54.2,108]","secondary","35k-75k","Republican",0.340909090909091
"yes","M",50.6675421317575,"(45.8,54.2]","secondary","< 35k","Democrat",0.35
"yes","F",48.9822718319107,"(45.8,54.2]","postsec","< 35k","Democrat",0.363636363636364
"yes","M",52.4868680236376,"(45.8,54.2]","secondary","35k-75k","Unaffiliated/Other",0.114285714285714
"yes","F",48.0137885751806,"(45.8,54.2]","secondary","35k-75k","Democrat",0.5
"yes","M",54.9792077040928,"(54.2,108]","secondary","35k-75k","Unaffiliated/Other",0.363636363636364
"no","M",41.5763843291749,"(36.7,45.8]","postsec","> 75k","Unaffiliated/Other",0
"yes","M",48.8372729262421,"(45.8,54.2]","secondary","35k-75k","Republican",0.318181818181818
"yes","F",49.7455679579777,"(45.8,54.2]","secondary","35k-75k","Democrat",0.295454545454545
"no","F",40.5504486758591,"(36.7,45.8]","secondary","< 35k","Unaffiliated/Other",0
"no","F",47.8469030422412,"(45.8,54.2]","secondary","< 35k","Unaffiliated/Other",0.0227272727272727
"no","F",50.8617859487853,"(45.8,54.2]","primary","35k-75k","Democrat",0.590909090909091
"yes","F",35.1444517399869,"(19.2,36.7]","secondary","35k-75k","Democrat",0.517241379310345
"yes","F",42.7828846574743,"(36.7,45.8]","postsec","> 75k","Unaffiliated/Other",0.0909090909090909
"no","M",53.4471437951412,"(45.8,54.2]","secondary","35k-75k","Unaffiliated/Other",0
"no","F",36.3345370978332,"(19.2,36.7]","primary","35k-75k","Unaffiliated/Other",0.428571428571429
"yes","F",52.878091486102,"(45.8,54.2]","secondary","> 75k","Republican",0.363636363636364
"yes","F",57.6712628583935,"(54.2,108]","secondary","35k-75k","Unaffiliated/Other",0.386363636363636
"yes","M",45.630882031079,"(36.7,45.8]","secondary","> 75k","Unaffiliated/Other",0.113636363636364
"yes","M",53.8739330269206,"(45.8,54.2]","secondary","35k-75k","Unaffiliated/Other",0.681818181818182
"yes","F",25.7550886408404,"(19.2,36.7]","secondary","< 35k","Unaffiliated/Other",0.217391304347826
"no","F",65.9690304224119,"(54.2,108]","secondary","35k-75k","Unaffiliated/Other",0.204545454545455
"no","F",52.2734734077479,"(45.8,54.2]","secondary","35k-75k","Unaffiliated/Other",0.176470588235294
"yes","M",54.0435543882688,"(45.8,54.2]","postsec","35k-75k","Democrat",0.431818181818182
"no","F",75.6210330488072,"(54.2,108]","secondary","35k-75k","Unaffiliated/Other",0.454545454545455
"yes","M",83.1691836288028,"(54.2,108]","primary","< 35k","Unaffiliated/Other",0.568181818181818
"yes","F",51.2858393521558,"(45.8,54.2]","secondary","> 75k","Unaffiliated/Other",0.227272727272727
"yes","M",49.6853797329832,"(45.8,54.2]","postsec","35k-75k","Republican",0.428571428571429
"yes","M",82.8928649595097,"(54.2,108]","secondary","35k-75k","Democrat",0.473684210526316
"yes","M",46.7252133946159,"(45.8,54.2]","primary","35k-75k","Unaffiliated/Other",0.25
"yes","M",41.2809148610199,"(36.7,45.8]","secondary","35k-75k","Republican",0.21875
"no","F",36.1813307069381,"(19.2,36.7]","postsec","35k-75k","Unaffiliated/Other",0
"yes","M",49.6142481943533,"(45.8,54.2]","postsec","35k-75k","Democrat",0.272727272727273
"yes","F",51.8986649157365,"(45.8,54.2]","secondary","35k-75k","Democrat",0.431818181818182
"no","M",77.9163930838258,"(54.2,108]","secondary","35k-75k","Unaffiliated/Other",0.454545454545455
"no","M",42.648829065441,"(36.7,45.8]","secondary","< 35k","Unaffiliated/Other",0.184210526315789
"no","M",32.7971109652003,"(19.2,36.7]","primary","35k-75k","Unaffiliated/Other",0.204545454545455
"no","F",38.4548041146859,"(36.7,45.8]","secondary","> 75k","Unaffiliated/Other",0.5
"yes","M",42.4053403370541,"(36.7,45.8]","primary","35k-75k","Republican",0.3125
"yes","M",61.7011381046181,"(54.2,108]","postsec","35k-75k","Democrat",0.204545454545455
"no","F",22.5869993434012,"(19.2,36.7]","secondary","35k-75k","Democrat",0.214285714285714
"no","M",45.4256949004158,"(36.7,45.8]","secondary","35k-75k","Democrat",0.545454545454545
"no","F",27.9437513679142,"(19.2,36.7]","primary","35k-75k","Unaffiliated/Other",0
"yes","M",46.2355001094331,"(45.8,54.2]","postsec","35k-75k","Unaffiliated/Other",0.0454545454545455
"yes","F",48.0849201138105,"(45.8,54.2]","secondary","> 75k","Democrat",0.295454545454545
"yes","F",40.4601663383673,"(36.7,45.8]","secondary","35k-75k","Republican",0.478260869565217
"yes","F",47.1082293718538,"(45.8,54.2]","secondary","35k-75k","Democrat",0.428571428571429
"yes","M",69.3942875902823,"(54.2,108]","secondary","> 75k","Unaffiliated/Other",0.289473684210526
"yes","M",20.3764499890567,"(19.2,36.7]","postsec","35k-75k","Unaffiliated/Other",0.2
"yes","F",54.0244035894069,"(45.8,54.2]","secondary","35k-75k","Democrat",0.568181818181818
"no","F",58.5111621799081,"(54.2,108]","postsec","35k-75k","Democrat",0.545454545454545
"yes","F",30.8191070256074,"(19.2,36.7]","secondary","35k-75k","Democrat",0.315789473684211
"no","M",33.1062595753994,"(19.2,36.7]","secondary","35k-75k","Unaffiliated/Other",0
"yes","F",39.8911140293281,"(36.7,45.8]","primary","35k-75k","Unaffiliated/Other",0.0714285714285714
"yes","F",51.7153644123441,"(45.8,54.2]","secondary","35k-75k","Unaffiliated/Other",0.25
"yes","F",81.6945721164369,"(54.2,108]","primary","< 35k","Republican",0.363636363636364
"yes","M",21.4598380389582,"(19.2,36.7]","secondary","< 35k","Unaffiliated/Other",0
"yes","F",39.4205515430072,"(36.7,45.8]","primary","35k-75k","Unaffiliated/Other",0.386363636363636
"yes","M",41.3711971985117,"(36.7,45.8]","primary","> 75k","Unaffiliated/Other",0.292682926829268
"yes","F",40.1045086452178,"(36.7,45.8]","primary","35k-75k","Democrat",0.235294117647059
"yes","F",47.1848325673014,"(45.8,54.2]","secondary","35k-75k","Republican",0.210526315789474
"yes","F",43.1440140074415,"(36.7,45.8]","secondary","< 35k","Democrat",0.409090909090909
"yes","M",52.67016852703,"(45.8,54.2]","postsec","35k-75k","Unaffiliated/Other",0.272727272727273
"yes","F",51.2885751805647,"(45.8,54.2]","secondary","35k-75k","Republican",0.340909090909091
"no","M",29.7986430291092,"(19.2,36.7]","primary","< 35k","Unaffiliated/Other",0.0769230769230769
"yes","F",32.7615451958853,"(19.2,36.7]","secondary","> 75k","Unaffiliated/Other",0.428571428571429
"no","M",59.5863427445831,"(54.2,108]","secondary","35k-75k","Republican",0.5625
"yes","F",34.6301159991245,"(19.2,36.7]","postsec","35k-75k","Republican",0.181818181818182
"yes","M",55.6659006347122,"(54.2,108]","secondary","< 35k","Democrat",0.454545454545455
"no","M",79.7028890347997,"(54.2,108]","primary","< 35k","Unaffiliated/Other",0.181818181818182
"yes","F",51.6114029328081,"(45.8,54.2]","primary","> 75k","Democrat",0.25
"yes","F",45.4366382140512,"(36.7,45.8]","secondary","35k-75k","Democrat",0.214285714285714
"no","M",43.6638214051215,"(36.7,45.8]","postsec","> 75k","Unaffiliated/Other",0.176470588235294
"yes","M",48.9220836069162,"(45.8,54.2]","secondary","35k-75k","Democrat",0.431818181818182
"yes","F",39.9403589406872,"(36.7,45.8]","primary","35k-75k","Unaffiliated/Other",0.184210526315789
"no","F",30.0093018165901,"(19.2,36.7]","postsec","< 35k","Unaffiliated/Other",0.0434782608695652
"yes","F",28.641387612169,"(19.2,36.7]","secondary","< 35k","Unaffiliated/Other",0.125
"yes","M",51.8713066316481,"(45.8,54.2]","secondary","35k-75k","Unaffiliated/Other",0.0681818181818182
"yes","M",42.960713504049,"(36.7,45.8]","postsec","35k-75k","Unaffiliated/Other",0.210526315789474
"yes","F",38.0280148829065,"(36.7,45.8]","secondary","> 75k","Republican",0.409090909090909
"yes","F",47.6882249945283,"(45.8,54.2]","secondary","> 75k","Unaffiliated/Other",0.176470588235294
"yes","F",45.2724885095207,"(36.7,45.8]","secondary","> 75k","Republican",0.454545454545455
"yes","F",45.5761654629022,"(36.7,45.8]","secondary","35k-75k","Republican",0.272727272727273
"yes","M",50.1887721602101,"(45.8,54.2]","primary","35k-75k","Republican",0.454545454545455
"yes","M",57.5481505799956,"(54.2,108]","secondary","35k-75k","Unaffiliated/Other",0.05
"no","M",40.8732764281024,"(36.7,45.8]","primary","< 35k","Unaffiliated/Other",0.477272727272727
"no","M",25.1012256511272,"(19.2,36.7]","postsec","< 35k","Unaffiliated/Other",0
"yes","F",41.3794046837382,"(36.7,45.8]","secondary","> 75k","Unaffiliated/Other",0.204545454545455
"yes","F",39.234515211206,"(36.7,45.8]","primary","35k-75k","Unaffiliated/Other",0.181818181818182
"yes","F",23.2244473626614,"(19.2,36.7]","primary","< 35k","Democrat",0.294117647058824
"yes","F",52.5251696213613,"(45.8,54.2]","secondary","< 35k","Republican",0.4
"no","F",59.0446487196323,"(54.2,108]","secondary","35k-75k","Democrat",0.545454545454545
"yes","F",27.8890347997374,"(19.2,36.7]","secondary","< 35k","Unaffiliated/Other",0.0689655172413793
"yes","M",67.6707156927118,"(54.2,108]","primary","35k-75k","Republican",0.181818181818182
"yes","F",42.0496826439046,"(36.7,45.8]","primary","< 35k","Democrat",0.195121951219512
"yes","F",56.7739111402933,"(54.2,108]","primary","35k-75k","Unaffiliated/Other",0.0285714285714286
"yes","M",65.7063908951631,"(54.2,108]","primary","35k-75k","Democrat",0.545454545454545
"yes","F",72.121908513898,"(54.2,108]","primary","< 35k","Unaffiliated/Other",0
"yes","F",41.4423287371416,"(36.7,45.8]","postsec","> 75k","Democrat",0.15625
"yes","M",23.9467060625958,"(19.2,36.7]","primary","35k-75k","Republican",0.214285714285714
"no","M",50.7304661851609,"(45.8,54.2]","secondary","< 35k","Unaffiliated/Other",0
"yes","M",45.2314510833881,"(36.7,45.8]","primary","35k-75k","Democrat",0.409090909090909
"no","F",53.8411030860144,"(45.8,54.2]","primary","35k-75k","Unaffiliated/Other",0.590909090909091
"yes","M",44.1973079448457,"(36.7,45.8]","postsec","35k-75k","Democrat",0.363636363636364
"yes","M",61.5862333114467,"(54.2,108]","postsec","35k-75k","Unaffiliated/Other",0.272727272727273
"no","M",59.4851170934559,"(54.2,108]","secondary","< 35k","Democrat",0.386363636363636
"no","M",24.74009630116,"(19.2,36.7]","secondary","> 75k","Unaffiliated/Other",0
"no","M",31.4647625300941,"(19.2,36.7]","secondary","< 35k","Unaffiliated/Other",0
"no","M",60.3551105274677,"(54.2,108]","secondary","35k-75k","Unaffiliated/Other",0.431818181818182
"yes","F",46.7170059093894,"(45.8,54.2]","primary","35k-75k","Democrat",0.340909090909091
"yes","F",51.2913110089735,"(45.8,54.2]","secondary","35k-75k","Unaffiliated/Other",0.131578947368421
"yes","M",41.1824250383016,"(36.7,45.8]","primary","35k-75k","Republican",0.431818181818182
"no","M",27.8999781133727,"(19.2,36.7]","primary","35k-75k","Unaffiliated/Other",0.0769230769230769
"yes","F",19.7143795141169,"(19.2,36.7]","secondary","35k-75k","Unaffiliated/Other",0.2
"yes","F",55.3211862551981,"(54.2,108]","primary","35k-75k","Unaffiliated/Other",0.431818181818182
"yes","F",73.5828408842197,"(54.2,108]","primary","35k-75k","Unaffiliated/Other",0.204545454545455
